,impedance_key,zCombo,transferFunc,transferFunc_latex,valid,fType,parameters,filterOrder,denom_order,numer_order
10,Z1_Z4_ZL,"(R_1, oo, oo, 1/(C_4*s), oo, R_L)",R_1*R_L*g_m/(R_1*g_m + s*(2*C_4*R_1*R_L*g_m + 2*C_4*R_L) + 1),\frac{R_{1} R_{L} g_{m}}{R_{1} g_{m} + s \left(2 C_{4} R_{1} R_{L} g_{m} + 2 C_{4} R_{L}\right) + 1},False,X-INVALID-ORDER,,BiQuad,1,0
11,Z1_Z4_ZL,"(R_1, oo, oo, 1/(C_4*s), oo, 1/(C_L*s))",R_1*g_m/(s*(2*C_4*R_1*g_m + 2*C_4 + C_L*R_1*g_m + C_L)),\frac{R_{1} g_{m}}{s \left(2 C_{4} R_{1} g_{m} + 2 C_{4} + C_{L} R_{1} g_{m} + C_{L}\right)},False,X-INVALID-ORDER,,BiQuad,1,0
12,Z1_Z4_ZL,"(R_1, oo, oo, 1/(C_4*s), oo, R_L/(C_L*R_L*s + 1))",R_1*R_L*g_m/(R_1*g_m + s*(2*C_4*R_1*R_L*g_m + 2*C_4*R_L + C_L*R_1*R_L*g_m + C_L*R_L) + 1),\frac{R_{1} R_{L} g_{m}}{R_{1} g_{m} + s \left(2 C_{4} R_{1} R_{L} g_{m} + 2 C_{4} R_{L} + C_{L} R_{1} R_{L} g_{m} + C_{L} R_{L}\right) + 1},False,X-INVALID-ORDER,,BiQuad,1,0
13,Z1_Z4_ZL,"(R_1, oo, oo, 1/(C_4*s), oo, R_L + 1/(C_L*s))",(C_L*R_1*R_L*g_m*s + R_1*g_m)/(s**2*(2*C_4*C_L*R_1*R_L*g_m + 2*C_4*C_L*R_L) + s*(2*C_4*R_1*g_m + 2*C_4 + C_L*R_1*g_m + C_L)),\frac{C_{L} R_{1} R_{L} g_{m} s + R_{1} g_{m}}{s^{2} \left(2 C_{4} C_{L} R_{1} R_{L} g_{m} + 2 C_{4} C_{L} R_{L}\right) + s \left(2 C_{4} R_{1} g_{m} + 2 C_{4} + C_{L} R_{1} g_{m} + C_{L}\right)},False,X-INVALID-ORDER,,BiQuad,2,1
14,Z1_Z4_ZL,"(R_1, oo, oo, 1/(C_4*s), oo, L_L*s + 1/(C_L*s))",(C_L*L_L*R_1*g_m*s**2 + R_1*g_m)/(s**3*(2*C_4*C_L*L_L*R_1*g_m + 2*C_4*C_L*L_L) + s*(2*C_4*R_1*g_m + 2*C_4 + C_L*R_1*g_m + C_L)),\frac{C_{L} L_{L} R_{1} g_{m} s^{2} + R_{1} g_{m}}{s^{3} \left(2 C_{4} C_{L} L_{L} R_{1} g_{m} + 2 C_{4} C_{L} L_{L}\right) + s \left(2 C_{4} R_{1} g_{m} + 2 C_{4} + C_{L} R_{1} g_{m} + C_{L}\right)},False,X-INVALID-ORDER,,BiQuad,3,2
15,Z1_Z4_ZL,"(R_1, oo, oo, 1/(C_4*s), oo, L_L*s/(C_L*L_L*s**2 + 1))",L_L*R_1*g_m*s/(R_1*g_m + s**2*(2*C_4*L_L*R_1*g_m + 2*C_4*L_L + C_L*L_L*R_1*g_m + C_L*L_L) + 1),\frac{L_{L} R_{1} g_{m} s}{R_{1} g_{m} + s^{2} \left(2 C_{4} L_{L} R_{1} g_{m} + 2 C_{4} L_{L} + C_{L} L_{L} R_{1} g_{m} + C_{L} L_{L}\right) + 1},False,X-INVALID-ORDER,,BiQuad,2,1
16,Z1_Z4_ZL,"(R_1, oo, oo, 1/(C_4*s), oo, L_L*s + R_L + 1/(C_L*s))",(C_L*L_L*R_1*g_m*s**2 + C_L*R_1*R_L*g_m*s + R_1*g_m)/(s**3*(2*C_4*C_L*L_L*R_1*g_m + 2*C_4*C_L*L_L) + s**2*(2*C_4*C_L*R_1*R_L*g_m + 2*C_4*C_L*R_L) + s*(2*C_4*R_1*g_m + 2*C_4 + C_L*R_1*g_m + C_L)),\frac{C_{L} L_{L} R_{1} g_{m} s^{2} + C_{L} R_{1} R_{L} g_{m} s + R_{1} g_{m}}{s^{3} \left(2 C_{4} C_{L} L_{L} R_{1} g_{m} + 2 C_{4} C_{L} L_{L}\right) + s^{2} \left(2 C_{4} C_{L} R_{1} R_{L} g_{m} + 2 C_{4} C_{L} R_{L}\right) + s \left(2 C_{4} R_{1} g_{m} + 2 C_{4} + C_{L} R_{1} g_{m} + C_{L}\right)},False,X-INVALID-ORDER,,BiQuad,3,2
17,Z1_Z4_ZL,"(R_1, oo, oo, 1/(C_4*s), oo, L_L*R_L*s/(C_L*L_L*R_L*s**2 + L_L*s + R_L))",L_L*R_1*R_L*g_m*s/(R_1*R_L*g_m + R_L + s**2*(2*C_4*L_L*R_1*R_L*g_m + 2*C_4*L_L*R_L + C_L*L_L*R_1*R_L*g_m + C_L*L_L*R_L) + s*(L_L*R_1*g_m + L_L)),\frac{L_{L} R_{1} R_{L} g_{m} s}{R_{1} R_{L} g_{m} + R_{L} + s^{2} \left(2 C_{4} L_{L} R_{1} R_{L} g_{m} + 2 C_{4} L_{L} R_{L} + C_{L} L_{L} R_{1} R_{L} g_{m} + C_{L} L_{L} R_{L}\right) + s \left(L_{L} R_{1} g_{m} + L_{L}\right)},True,BP,"{'Q': (2*C_4*R_L + C_L*R_L)/(sqrt(L_L)*sqrt(2*C_4 + C_L)), 'wo': 1/sqrt(2*C_4*L_L + C_L*L_L), 'bandwidth': sqrt(L_L)*sqrt(2*C_4 + C_L)/(sqrt(2*C_4*L_L + C_L*L_L)*(2*C_4*R_L + C_L*R_L)), 'K_LP': 0, 'K_HP': 0, 'K_BP': R_1*R_L*g_m/(R_1*g_m + 1), 'Qz': None, 'Wz': None}",BiQuad,2,1
18,Z1_Z4_ZL,"(R_1, oo, oo, 1/(C_4*s), oo, (C_L*L_L*R_L*s**2 + L_L*s + R_L)/(C_L*L_L*s**2 + 1))",(C_L*L_L*R_1*R_L*g_m*s**2 + L_L*R_1*g_m*s + R_1*R_L*g_m)/(R_1*g_m + s**3*(2*C_4*C_L*L_L*R_1*R_L*g_m + 2*C_4*C_L*L_L*R_L) + s**2*(2*C_4*L_L*R_1*g_m + 2*C_4*L_L + C_L*L_L*R_1*g_m + C_L*L_L) + s*(2*C_4*R_1*R_L*g_m + 2*C_4*R_L) + 1),\frac{C_{L} L_{L} R_{1} R_{L} g_{m} s^{2} + L_{L} R_{1} g_{m} s + R_{1} R_{L} g_{m}}{R_{1} g_{m} + s^{3} \left(2 C_{4} C_{L} L_{L} R_{1} R_{L} g_{m} + 2 C_{4} C_{L} L_{L} R_{L}\right) + s^{2} \left(2 C_{4} L_{L} R_{1} g_{m} + 2 C_{4} L_{L} + C_{L} L_{L} R_{1} g_{m} + C_{L} L_{L}\right) + s \left(2 C_{4} R_{1} R_{L} g_{m} + 2 C_{4} R_{L}\right) + 1},False,X-INVALID-ORDER,,BiQuad,3,2
19,Z1_Z4_ZL,"(R_1, oo, oo, 1/(C_4*s), oo, R_L*(C_L*L_L*s**2 + 1)/(C_L*L_L*s**2 + C_L*R_L*s + 1))",(C_L*L_L*R_1*R_L*g_m*s**2 + R_1*R_L*g_m)/(R_1*g_m + s**3*(2*C_4*C_L*L_L*R_1*R_L*g_m + 2*C_4*C_L*L_L*R_L) + s**2*(C_L*L_L*R_1*g_m + C_L*L_L) + s*(2*C_4*R_1*R_L*g_m + 2*C_4*R_L + C_L*R_1*R_L*g_m + C_L*R_L) + 1),\frac{C_{L} L_{L} R_{1} R_{L} g_{m} s^{2} + R_{1} R_{L} g_{m}}{R_{1} g_{m} + s^{3} \left(2 C_{4} C_{L} L_{L} R_{1} R_{L} g_{m} + 2 C_{4} C_{L} L_{L} R_{L}\right) + s^{2} \left(C_{L} L_{L} R_{1} g_{m} + C_{L} L_{L}\right) + s \left(2 C_{4} R_{1} R_{L} g_{m} + 2 C_{4} R_{L} + C_{L} R_{1} R_{L} g_{m} + C_{L} R_{L}\right) + 1},False,X-INVALID-ORDER,,BiQuad,3,2
20,Z1_Z4_ZL,"(R_1, oo, oo, R_4/(C_4*R_4*s + 1), oo, R_L)",R_1*R_4*R_L*g_m/(R_1*R_4*g_m + 2*R_1*R_L*g_m + R_4 + 2*R_L + s*(2*C_4*R_1*R_4*R_L*g_m + 2*C_4*R_4*R_L)),\frac{R_{1} R_{4} R_{L} g_{m}}{R_{1} R_{4} g_{m} + 2 R_{1} R_{L} g_{m} + R_{4} + 2 R_{L} + s \left(2 C_{4} R_{1} R_{4} R_{L} g_{m} + 2 C_{4} R_{4} R_{L}\right)},False,X-INVALID-ORDER,,BiQuad,1,0
21,Z1_Z4_ZL,"(R_1, oo, oo, R_4/(C_4*R_4*s + 1), oo, 1/(C_L*s))",R_1*R_4*g_m/(2*R_1*g_m + s*(2*C_4*R_1*R_4*g_m + 2*C_4*R_4 + C_L*R_1*R_4*g_m + C_L*R_4) + 2),\frac{R_{1} R_{4} g_{m}}{2 R_{1} g_{m} + s \left(2 C_{4} R_{1} R_{4} g_{m} + 2 C_{4} R_{4} + C_{L} R_{1} R_{4} g_{m} + C_{L} R_{4}\right) + 2},False,X-INVALID-ORDER,,BiQuad,1,0
22,Z1_Z4_ZL,"(R_1, oo, oo, R_4/(C_4*R_4*s + 1), oo, R_L/(C_L*R_L*s + 1))",R_1*R_4*R_L*g_m/(R_1*R_4*g_m + 2*R_1*R_L*g_m + R_4 + 2*R_L + s*(2*C_4*R_1*R_4*R_L*g_m + 2*C_4*R_4*R_L + C_L*R_1*R_4*R_L*g_m + C_L*R_4*R_L)),\frac{R_{1} R_{4} R_{L} g_{m}}{R_{1} R_{4} g_{m} + 2 R_{1} R_{L} g_{m} + R_{4} + 2 R_{L} + s \left(2 C_{4} R_{1} R_{4} R_{L} g_{m} + 2 C_{4} R_{4} R_{L} + C_{L} R_{1} R_{4} R_{L} g_{m} + C_{L} R_{4} R_{L}\right)},False,X-INVALID-ORDER,,BiQuad,1,0
23,Z1_Z4_ZL,"(R_1, oo, oo, R_4/(C_4*R_4*s + 1), oo, R_L + 1/(C_L*s))",(C_L*R_1*R_4*R_L*g_m*s + R_1*R_4*g_m)/(2*R_1*g_m + s**2*(2*C_4*C_L*R_1*R_4*R_L*g_m + 2*C_4*C_L*R_4*R_L) + s*(2*C_4*R_1*R_4*g_m + 2*C_4*R_4 + C_L*R_1*R_4*g_m + 2*C_L*R_1*R_L*g_m + C_L*R_4 + 2*C_L*R_L) + 2),\frac{C_{L} R_{1} R_{4} R_{L} g_{m} s + R_{1} R_{4} g_{m}}{2 R_{1} g_{m} + s^{2} \left(2 C_{4} C_{L} R_{1} R_{4} R_{L} g_{m} + 2 C_{4} C_{L} R_{4} R_{L}\right) + s \left(2 C_{4} R_{1} R_{4} g_{m} + 2 C_{4} R_{4} + C_{L} R_{1} R_{4} g_{m} + 2 C_{L} R_{1} R_{L} g_{m} + C_{L} R_{4} + 2 C_{L} R_{L}\right) + 2},True,X-INVALID-NUMER,"{'Q': 2*sqrt(C_4)*sqrt(C_L)*sqrt(R_4)*sqrt(R_L)/(2*C_4*R_4 + C_L*R_4 + 2*C_L*R_L), 'wo': 1/(sqrt(C_4)*sqrt(C_L)*sqrt(R_4)*sqrt(R_L)), 'bandwidth': (2*C_4*R_4 + C_L*R_4 + 2*C_L*R_L)/(2*C_4*C_L*R_4*R_L), 'K_LP': R_1*R_4*g_m/(2*R_1*g_m + 2), 'K_HP': 0, 'K_BP': C_L*R_1*R_4*R_L*g_m/(2*C_4*R_1*R_4*g_m + 2*C_4*R_4 + C_L*R_1*R_4*g_m + 2*C_L*R_1*R_L*g_m + C_L*R_4 + 2*C_L*R_L), 'Qz': None, 'Wz': None}",BiQuad,2,1
24,Z1_Z4_ZL,"(R_1, oo, oo, R_4/(C_4*R_4*s + 1), oo, L_L*s + 1/(C_L*s))",(C_L*L_L*R_1*R_4*g_m*s**2 + R_1*R_4*g_m)/(2*R_1*g_m + s**3*(2*C_4*C_L*L_L*R_1*R_4*g_m + 2*C_4*C_L*L_L*R_4) + s**2*(2*C_L*L_L*R_1*g_m + 2*C_L*L_L) + s*(2*C_4*R_1*R_4*g_m + 2*C_4*R_4 + C_L*R_1*R_4*g_m + C_L*R_4) + 2),\frac{C_{L} L_{L} R_{1} R_{4} g_{m} s^{2} + R_{1} R_{4} g_{m}}{2 R_{1} g_{m} + s^{3} \left(2 C_{4} C_{L} L_{L} R_{1} R_{4} g_{m} + 2 C_{4} C_{L} L_{L} R_{4}\right) + s^{2} \left(2 C_{L} L_{L} R_{1} g_{m} + 2 C_{L} L_{L}\right) + s \left(2 C_{4} R_{1} R_{4} g_{m} + 2 C_{4} R_{4} + C_{L} R_{1} R_{4} g_{m} + C_{L} R_{4}\right) + 2},False,X-INVALID-ORDER,,BiQuad,3,2
25,Z1_Z4_ZL,"(R_1, oo, oo, R_4/(C_4*R_4*s + 1), oo, L_L*s/(C_L*L_L*s**2 + 1))",L_L*R_1*R_4*g_m*s/(R_1*R_4*g_m + R_4 + s**2*(2*C_4*L_L*R_1*R_4*g_m + 2*C_4*L_L*R_4 + C_L*L_L*R_1*R_4*g_m + C_L*L_L*R_4) + s*(2*L_L*R_1*g_m + 2*L_L)),\frac{L_{L} R_{1} R_{4} g_{m} s}{R_{1} R_{4} g_{m} + R_{4} + s^{2} \left(2 C_{4} L_{L} R_{1} R_{4} g_{m} + 2 C_{4} L_{L} R_{4} + C_{L} L_{L} R_{1} R_{4} g_{m} + C_{L} L_{L} R_{4}\right) + s \left(2 L_{L} R_{1} g_{m} + 2 L_{L}\right)},True,BP,"{'Q': (2*C_4*R_4 + C_L*R_4)/(2*sqrt(L_L)*sqrt(2*C_4 + C_L)), 'wo': 1/sqrt(2*C_4*L_L + C_L*L_L), 'bandwidth': 2*sqrt(L_L)*sqrt(2*C_4 + C_L)/(sqrt(2*C_4*L_L + C_L*L_L)*(2*C_4*R_4 + C_L*R_4)), 'K_LP': 0, 'K_HP': 0, 'K_BP': R_1*R_4*g_m/(2*R_1*g_m + 2), 'Qz': None, 'Wz': None}",BiQuad,2,1
26,Z1_Z4_ZL,"(R_1, oo, oo, R_4/(C_4*R_4*s + 1), oo, L_L*s + R_L + 1/(C_L*s))",(C_L*L_L*R_1*R_4*g_m*s**2 + C_L*R_1*R_4*R_L*g_m*s + R_1*R_4*g_m)/(2*R_1*g_m + s**3*(2*C_4*C_L*L_L*R_1*R_4*g_m + 2*C_4*C_L*L_L*R_4) + s**2*(2*C_4*C_L*R_1*R_4*R_L*g_m + 2*C_4*C_L*R_4*R_L + 2*C_L*L_L*R_1*g_m + 2*C_L*L_L) + s*(2*C_4*R_1*R_4*g_m + 2*C_4*R_4 + C_L*R_1*R_4*g_m + 2*C_L*R_1*R_L*g_m + C_L*R_4 + 2*C_L*R_L) + 2),\frac{C_{L} L_{L} R_{1} R_{4} g_{m} s^{2} + C_{L} R_{1} R_{4} R_{L} g_{m} s + R_{1} R_{4} g_{m}}{2 R_{1} g_{m} + s^{3} \left(2 C_{4} C_{L} L_{L} R_{1} R_{4} g_{m} + 2 C_{4} C_{L} L_{L} R_{4}\right) + s^{2} \left(2 C_{4} C_{L} R_{1} R_{4} R_{L} g_{m} + 2 C_{4} C_{L} R_{4} R_{L} + 2 C_{L} L_{L} R_{1} g_{m} + 2 C_{L} L_{L}\right) + s \left(2 C_{4} R_{1} R_{4} g_{m} + 2 C_{4} R_{4} + C_{L} R_{1} R_{4} g_{m} + 2 C_{L} R_{1} R_{L} g_{m} + C_{L} R_{4} + 2 C_{L} R_{L}\right) + 2},False,X-INVALID-ORDER,,BiQuad,3,2
